Stations_id;von_datum;bis_datum;Stationshoehe;geoBreite;geoLaenge;Stationsname;Bundesland;lat;lon
4548;20070701;20240126;608;501.847;120.791;Schönwald/Ofr.-Brunn;Bayern;50.1847;12.0791
4559;20050501;20240126;398;491.644;126.175;Schorndorf-Knöbling;Bayern;49.1644;12.6175
4560;20050201;20220102;265;504.925;91.226;Schotten;Hessen;50.4925;9.1226
4584;19680401;19700401;444;483.667;118.000;Schwaigermoos;Bayern;48.3667;11.8
4592;20051201;20240126;356;493.278;120.871;Schwandorf;Bayern;49.3278;12.0871
4605;20041101;20240126;277;506.441;111.936;Schwarzburg;Thüringen;50.6441;11.1936
4625;19500101;20240126;59;536.424;113.871;Schwerin;Mecklenburg-Vorpommern;53.6424;11.3871
4629;19930401;19991201;37;545.166;91.420;Schwesing;Schleswig-Holstein;54.5166;9.142
4642;19761001;20240126;21;528.911;117.297;Seehausen;Sachsen-Anhalt;52.8911;11.7297
4651;20041101;20240126;189;519.040;101.885;Seesen;Niedersachsen;51.904;10.1885
4665;19690101;19750514;431;495.281;70.417;Selbach;Saarland;49.5281;7.0417
4692;20080301;20181130;229;508.534;79.966;Siegen;Nordrhein-Westfalen;50.8534;7.9966
4702;20021103;20071115;645;481.000;92.500;Sigmaringen;Baden-Württemberg;48.1;9.25
4703;20021101;20240126;581;480.719;91.943;Sigmaringen-Laiz;Baden-Württemberg;48.0719;9.1943
4704;20050501;20240126;508;475.776;97.404;Sigmarszell-Zeisertsweiler;Bayern;47.5776;9.7404
4706;20050301;20240126;358;482.718;130.273;Simbach/Inn;Bayern;48.2718;13.0273
4709;20111101;20240126;445;499.996;75.981;Simmern-Wahlbach;Rheinland-Pfalz;49.9996;7.5981
4719;20020101;20070828;169;492.447;88.787;Sinsheim;Baden-Württemberg;49.2447;8.8787
4745;19660101;20240126;75;529.604;97.930;Soltau;Niedersachsen;52.9604;9.793
4748;20041101;20240126;185;513.691;108.800;Sondershausen;Thüringen;51.3691;10.88
4752;19510101;20080701;626;503.746;111.828;Sonneberg-Neufang;Thüringen;50.3746;11.1828
4763;20041001;20240126;265;510.607;99.266;Sontra;Hessen;51.0607;9.9266
4813;20200801;20240126;318;500.806;110.467;Staffelstein,;Bayern;50.0806;11.0467
4841;20040701;20240126;0;536.946;88.735;Steinau,;Niedersachsen;53.6946;8.8735
4857;20040901;20240126;2;535.534;96.097;Mittelnkirchen-Hohenfelde;Niedersachsen;53.5534;9.6097
4878;20050201;20240126;504;516.646;108.811;Oberharz;Sachsen-Anhalt;51.6646;10.8811
4887;19480101;20240126;734;486.656;98.648;Stötten;Baden-Württemberg;48.6656;9.8648
4896;20050701;20221130;40;546.654;98.050;Wagersrott;Schleswig-Holstein;54.6654;9.805
4911;19940501;20240126;351;488.275;125.597;Straubing;Bayern;48.8275;12.5597
4926;19790401;20130514;224;487.896;92.167;Stuttgart;Baden-Württemberg;48.7896;9.2167
4927;19760101;19840801;286;487.693;91.814;Stuttgart-Stadt;Baden-Württemberg;48.7693;9.1814
4928;19770701;20240126;314;488.281;92.000;Stuttgart;Baden-Württemberg;48.8281;9.2
4931;19880101;20240126;371;486.883;92.235;Stuttgart-Echterdingen;Baden-Württemberg;48.6883;9.2235
4933;19510101;19760101;401;487.091;92.147;Stuttgart-Hohenheim;Baden-Württemberg;48.7091;9.2147
4978;20021101;20240126;395;506.390;100.228;Tann/Rhön;Hessen;50.639;10.0228
4997;20050301;20240126;196;509.771;123.419;Starkenberg-Tegkwitz;Thüringen;50.9771;12.3419
5009;19730101;20240126;33;537.610;125.574;Teterow;Mecklenburg-Vorpommern;53.761;12.5574
5014;20040701;20240126;7;532.758;89.857;Worpswede-Hüttenbusch;Niedersachsen;53.2758;8.9857
5017;20051101;20240126;633;504.002;113.888;Teuschnitz;Bayern;50.4002;11.3888
5029;19750515;20240126;387;494.737;70.385;Tholey;Saarland;49.4737;7.0385
5046;20080301;20240126;501;498.576;123.542;Tirschenreuth-Lodermühl;Bayern;49.8576;12.3542
5049;19981106;20080501;846;478.991;81.460;Titisee-Neustadt-Titisee;Baden-Württemberg;47.8991;8.146
5064;20041201;20240126;37;512.897;64.437;Tönisvorst;Nordrhein-Westfalen;51.2897;6.4437
5068;19530101;19710101;80;515.833;130.000;Torgau;Sachsen;51.5833;13
5097;20050101;20240126;10;540.654;127.655;Tribsees;Mecklenburg-Vorpommern;54.0654;12.7655
5099;20080601;20240126;132;497.326;66.131;Trier-Zewen;Rheinland-Pfalz;49.7326;6.6131
5100;19410101;20240126;261;497.479;66.583;Trier-Petrisberg;Rheinland-Pfalz;49.7479;6.6583
5109;20020101;20240126;68;535.998;133.039;Trollenhagen;Mecklenburg-Vorpommern;53.5998;13.3039
5111;20060401;20240126;560;480.311;125.396;Trostberg;Bayern;48.0311;12.5396
5133;20040901;20240126;295;513.344;89.132;Twistetal-Mühlhausen;Hessen;51.3344;8.9132
5142;19510101;20240126;1;537.445;140.698;Ueckermünde;Mecklenburg-Vorpommern;53.7445;14.0698
5146;20040601;20240126;50;529.414;105.289;Uelzen;Niedersachsen;52.9414;10.5289
5149;20050101;20221004;318;495.679;101.969;Gollhofen;Bayern;49.5679;10.1969
5155;19480101;20140901;567;483.837;99.524;Ulm;Baden-Württemberg;48.3837;9.9524
5158;19890101;20240126;159;521.601;111.759;Ummendorf;Sachsen-Anhalt;52.1601;11.1759
5229;20040801;20240126;719;480.453;84.608;Villingen-Schwenningen;Baden-Württemberg;48.0453;8.4608
5275;20040601;20240126;105;492.445;85.374;Waghäusel-Kirrlach;Baden-Württemberg;49.2445;8.5374
5277;20020101;20090630;349;508.119;91.280;Wahlen;Hessen;50.8119;9.128
5279;20040901;20240126;176;516.194;95.749;Wesertal-Lippoldsberg;Hessen;51.6194;9.5749
5280;20070301;20240126;33;539.224;102.267;Wittenborn;Schleswig-Holstein;53.9224;10.2267
5282;19410101;19710101;246;511.197;136.744;Wahnsdorf;Sachsen;51.1197;13.6744
5300;20040701;20240126;380;502.596;83.607;Waldems-Reinborn;Hessen;50.2596;8.3607
5335;20060801;20240126;352;508.963;105.483;Waltershausen;Thüringen;50.8963;10.5483
5347;20010402;20240126;236;515.039;91.118;Warburg;Nordrhein-Westfalen;51.5039;9.1118
5349;19810101;20240126;73;535.196;126.654;Waren;Mecklenburg-Vorpommern;53.5196;12.6654
5371;19480101;20240126;920;504.973;99.427;Wasserkuppe;Hessen;50.4973;9.9427
5397;19510101;20240126;440;496.662;121.844;Weiden;Bayern;49.6662;12.1844
5404;19750101;20240126;477;484.024;116.946;Weihenstephan-Dürnast;Bayern;48.4024;11.6946
5419;19510101;20070630;264;509.751;113.076;Weimar;Thüringen;50.9751;11.3076
5424;20070601;20240126;328;510.177;113.544;Weimar-Schöndorf;Thüringen;51.0177;11.3544
5426;19540101;20240126;553;493.758;81.212;Weinbiet;Rheinland-Pfalz;49.3758;8.1212
5431;19730101;19761001;24;530.333;118.000;Weisen;Sachsen-Anhalt;53.0333;11.8
5433;20040901;20240126;380;495.534;68.120;Weiskirchen/Saar;Saarland;49.5534;6.812
5440;19550101;20240126;439;490.115;109.308;Weißenburg-Emetzheim;Bayern;49.0115;10.9308
5467;19560701;20120921;1832;477.035;120.119;Wendelstein;Bayern;47.7035;12.0119
5480;20030910;20240126;85;515.763;78.879;Werl;Nordrhein-Westfalen;51.5763;7.8879
5490;19510101;20240126;233;518.454;107.686;Wernigerode;Sachsen-Anhalt;51.8454;10.7686
5516;19960531;20240126;3;545.283;110.606;Fehmarn;Schleswig-Holstein;54.5283;11.0606
5538;20050101;20240126;551;478.827;111.576;Wielenbach;Bayern;47.8827;11.1576
5541;20040801;20240126;263;501.321;83.169;Wiesbaden-Auringen;Hessen;50.1321;8.3169
5546;19860701;20240126;187;521.206;124.586;Wiesenburg;Brandenburg;52.1206;12.4586
5562;20040601;20240126;571;486.516;86.801;Neubulach-Oberhaugstett;Baden-Württemberg;48.6516;8.6801
5629;19510101;20240126;105;518.891;126.446;Wittenberg;Sachsen-Anhalt;51.8891;12.6446
5640;20020101;20240126;10;535.503;76.672;Wittmundhafen;Niedersachsen;53.5503;7.6672
5643;20041101;20240126;68;531.864;124.949;Wittstock-Rote;Brandenburg;53.1864;12.4949
5663;19820101;19960101;118;534.618;136.099;Woldegk;Mecklenburg-Vorpommern;53.4618;13.6099
5664;20040701;20240126;296;482.953;82.391;Wolfach;Baden-Württemberg;48.2953;8.2391
5665;19900101;20100501;677;478.180;97.970;Wolfegg;Baden-Württemberg;47.818;9.797
5676;20100901;20240102;82;523.962;106.892;Wolfsburg;Niedersachsen;52.3962;10.6892
5688;20181101;20240126;881;477.004;81.057;Dachsberg-Wolpadingen;Baden-Württemberg;47.7004;8.1057
5692;20040901;20240126;88;496.051;83.659;Worms;Rheinland-Pfalz;49.6051;8.3659
5705;19480101;20240126;268;497.704;99.576;Würzburg;Bayern;49.7704;9.9576
5715;20020101;20240126;49;524.626;94.245;Wunstorf;Niedersachsen;52.4626;9.4245
5717;20060901;20240126;134;512.256;71.052;Wuppertal-Buchenhofen;Nordrhein-Westfalen;51.2256;7.1052
5719;20041001;20091210;235;512.051;72.000;Remscheid;Nordrhein-Westfalen;51.2051;7.2
5731;20040801;20240126;395;476.783;83.801;Wutöschingen-Ofteringen;Baden-Württemberg;47.6783;8.3801
5732;19510101;19710101;9;546.928;85.271;Wrixum/Föhr;Schleswig-Holstein;54.6928;8.5271
5745;19810101;20240126;51;529.664;133.268;Zehdenick;Brandenburg;52.9664;13.3268
5750;20060301;20240126;264;510.314;121.495;Zeitz;Sachsen-Anhalt;51.0314;12.1495
5779;19710101;20240126;877;507.313;137.516;Zinnwald-Georgenfeld;Sachsen;50.7313;13.7516
5792;19500101;20240126;2956;474.210;109.848;Zugspitze;Bayern;47.421;10.9848
5797;20051201;20240126;349;506.879;124.329;Lichtentanne;Sachsen;50.6879;12.4329
5800;20020101;20240126;615;490.280;132.385;Zwiesel;Bayern;49.028;13.2385
5802;19480101;20031001;615;490.007;132.137;Zwieselberg;Bayern;49.0007;13.2137
5822;20040701;20240126;42;528.630;86.989;Bassum;Niedersachsen;52.863;8.6989
5825;20040501;20240126;40;526.198;127.867;Berge;Brandenburg;52.6198;12.7867
5832;19510101;19541201;50;531.007;110.455;Dannenberg;Niedersachsen;53.1007;11.0455
5839;19970701;20240126;0;533.881;72.287;Emden;Niedersachsen;53.3881;7.2287
5856;19970103;20240126;476;485.451;133.532;Fürstenzell;Bayern;48.5451;13.3532
5871;19970701;20240126;497;499.463;72.645;Hahn;Rheinland-Pfalz;49.9463;7.2645
5906;19480101;20240126;98;495.063;85.584;Mannheim;Baden-Württemberg;49.5063;8.5584
5930;19910101;20240126;1;546.410;100.238;Schönhagen;Schleswig-Holstein;54.641;10.0238
5941;20070301;20240126;686;476.754;124.698;Reit;Bayern;47.6754;12.4698
6093;20040501;20240126;62;532.139;104.704;Wendisch;Niedersachsen;53.2139;10.4704
6105;20040501;20240126;15;543.194;98.051;Ostenfeld;Schleswig-Holstein;54.3194;9.8051
6109;20040901;20240126;52;533.837;143.728;Grambow-Schwennenz;Mecklenburg-Vorpommern;53.3837;14.3728
6129;20041101;20240126;291;510.594;144.266;Sohland/Spree;Sachsen;51.0594;14.4266
6157;20071001;20240126;4;536.411;80.809;Wangerland-Hooksiel;Niedersachsen;53.6411;8.0809
6158;20041101;20240126;454;492.249;106.085;Weidenbach-Weiherschneidbach;Bayern;49.2249;10.6085
6159;20081201;20240126;8;529.542;73.197;Dörpen;Niedersachsen;52.9542;7.3197
6163;20010401;20240126;27;541.654;103.519;Dörnick;Schleswig-Holstein;54.1654;10.3519
6170;20040601;20240126;39;520.192;147.254;Coschen;Brandenburg;52.0192;14.7254
6182;20000401;20120327;404;487.757;121.743;Mallersdorf-Pfaffenberg;Bayern;48.7757;12.1743
6184;20020101;20090615;6;535.333;81.667;Wilhelmshaven;Niedersachsen;53.5333;8.1667
6186;20040801;20190527;268;501.989;78.651;Nastätten;Rheinland-Pfalz;50.1989;7.8651
6192;19990801;20081101;115;498.083;78.458;Münster;Rheinland-Pfalz;49.8083;7.8458
6197;20020101;20240126;258;518.664;92.710;Lügde-Paenbruch;Nordrhein-Westfalen;51.8664;9.271
6199;20041001;20240126;17;542.484;130.419;Steinhagen-Negast;Mecklenburg-Vorpommern;54.2484;13.0419
6217;20041001;20240126;190;492.406;69.351;Saarbrücken-Burbach;Saarland;49.2406;6.9351
6242;20020107;20210701;64;504.088;74.890;Mülheim-Kärlich;Rheinland-Pfalz;50.4088;7.489
6243;20020101;20240126;96;492.506;84.422;Philippsburg;Baden-Württemberg;49.2506;8.4422
6244;20020101;20240126;145;493.650;90.804;Obrigheim;Baden-Württemberg;49.365;9.0804
6245;20020101;20240126;180;490.423;91.733;Neckarwestheim;Baden-Württemberg;49.0423;9.1733
6246;20020103;20240126;368;476.213;82.167;Waldshut;Baden-Württemberg;47.6213;8.2167
6247;20020101;20240126;307;476.078;81.813;Dogern;Baden-Württemberg;47.6078;8.1813
6254;20020101;20070702;19;535.408;99.528;Hamburg-Lotsenhöft;Hamburg;53.5408;9.9528
6255;20020107;20181231;351;494.667;63.968;Perl/Saar;Saarland;49.4667;6.3968
6256;20020101;20240126;201;479.100;75.838;Bremgarten;Baden-Württemberg;47.91;7.5838
6258;20030101;20240126;461;476.845;94.409;Friedrichshafen-Unterraderach;Baden-Württemberg;47.6845;9.4409
6259;20040601;20240126;524;490.210;96.033;Großerlach-Mannenweiler;Baden-Württemberg;49.021;9.6033
6260;20021201;20240126;385;493.328;97.040;Ingelfingen-Stachenhausen;Baden-Württemberg;49.3328;9.704
6262;20021101;20240126;412;487.695;98.737;Schwäbisch;Baden-Württemberg;48.7695;9.8737
6263;20040701;20240126;445;477.738;88.219;Singen;Baden-Württemberg;47.7738;8.8219
6264;20040601;20240126;457;514.140;86.500;Brilon-Thülen;Nordrhein-Westfalen;51.414;8.65
6265;20040501;20240126;36;523.613;123.867;Wusterwitz;Brandenburg;52.3613;12.3867
6266;20040901;20240126;112;520.304;109.626;Huy-Pabstorf;Sachsen-Anhalt;52.0304;10.9626
6272;20041001;20240126;284;508.426;102.518;Salzungen,;Thüringen;50.8426;10.2518
6273;20040601;20240126;36;525.075;118.551;Demker;Sachsen-Anhalt;52.5075;11.8551
6275;20040701;20240126;327;486.705;94.627;Notzingen;Baden-Württemberg;48.6705;9.4627
6305;20041201;20240126;193;512.061;104.978;Mühlhausen/Thüringen-Görmar;Thüringen;51.2061;10.4978
6310;20040801;20240126;1;541.049;138.239;Karlshagen;Mecklenburg-Vorpommern;54.1049;13.8239
6312;20041101;20200930;362;495.314;106.418;Markt;Bayern;49.5314;10.6418
6314;20050801;20240126;306;510.507;133.003;Nossen;Sachsen;51.0507;13.3003
6336;20051101;20240126;288;500.132;96.540;Lohr/Main-Halsbach;Bayern;50.0132;9.654
6337;20040801;20240126;59;517.663;75.194;Lüdinghausen-Brochtrup;Nordrhein-Westfalen;51.7663;7.5194
6344;20041201;20240126;168;503.940;81.423;Runkel-Ennerich;Hessen;50.394;8.1423
6346;20050201;20240126;531;482.070;112.035;Maisach-Galgen;Bayern;48.207;11.2035
6347;20050301;20240126;305;500.579;102.972;Schonungen-Mainberg;Bayern;50.0579;10.2972
7075;20050201;20240126;429;487.020;118.493;Elsendorf-Horneck;Bayern;48.702;11.8493
7099;20041101;20211004;187;520.111;103.966;Liebenburg-Othfresen;Niedersachsen;52.0111;10.3966
7105;20050601;20240126;719;478.350;126.548;Siegsdorf-Höll;Bayern;47.835;12.6548
7106;20060901;20240126;105;520.714;84.565;Bielefeld-Deppendorf;Nordrhein-Westfalen;52.0714;8.4565
7135;19750601;19960701;565;479.655;96.804;Aulendorf-Haslach;Baden-Württemberg;47.9655;9.6804
7187;20041201;20240126;194;497.636;94.063;Freudenberg/Main-Boxtal;Baden-Württemberg;49.7636;9.4063
7244;19810101;20040930;62;531.424;130.319;Neuglobsow;Brandenburg;53.1424;13.0319
7298;20050701;20240126;4;545.268;90.425;Hattstedt;Schleswig-Holstein;54.5268;9.0425
7319;20050301;20240126;435;487.374;107.393;Donauwörth-Osterweiler;Bayern;48.7374;10.7393
7321;20050901;20240126;160;511.507;113.321;Olbersleben;Thüringen;51.1507;11.3321
7329;20051101;20240126;465;505.467;122.863;Treuen;Sachsen;50.5467;12.2863
7330;20051001;20240126;159;514.633;79.780;Arnsberg-Neheim;Nordrhein-Westfalen;51.4633;7.978
7331;20050901;20240126;467;486.099;102.674;Hermaringen-Allewind;Baden-Württemberg;48.6099;10.2674
7341;20050716;20240126;119;500.900;87.862;Offenbach-Wetterpark;Hessen;50.09;8.7862
7343;20060401;20240126;689;506.200;134.817;Deutschneudorf-Brüderwiese;Sachsen;50.62;13.4817
7350;20060801;20240126;585;491.088;128.231;Prackenbach-Neuhäusl;Bayern;49.1088;12.8231
7351;20050908;20240126;115;533.176;134.175;Feldberg/Mecklenburg;Mecklenburg-Vorpommern;53.3176;13.4175
7364;20070101;20240126;74;516.818;123.053;Jeßnitz;Sachsen-Anhalt;51.6818;12.3053
7367;20071201;20240126;144;519.643;98.072;Alfeld;Niedersachsen;51.9643;9.8072
7368;20071101;20240126;312;510.007;103.621;Eisenach;Thüringen;51.0007;10.3621
7369;20071101;20240126;475;491.623;103.661;Feuchtwangen-Heilbronn;Bayern;49.1623;10.3661
7370;20061211;20240126;499;493.910;126.838;Waldmünchen;Bayern;49.391;12.6838
7373;20060301;20240126;3;535.984;67.024;Borkum-Flugplatz;Niedersachsen;53.5984;6.7024
7374;20060301;20240126;46;520.813;69.409;Ahaus;Nordrhein-Westfalen;52.0813;6.9409
7389;20061201;20240126;83;527.461;138.427;Heckelberg;Brandenburg;52.7461;13.8427
7393;20100101;20240126;116;514.492;142.533;Hoyerswerda;Sachsen;51.4492;14.2533
7394;20060601;20240126;622;500.315;119.745;Wunsiedel-Schönbrunn;Bayern;50.0315;11.9745
7395;20071201;20240126;351;486.595;125.388;Gottfrieding;Bayern;48.6595;12.5388
7396;20080501;20240126;740;505.084;92.246;Hoherodskopf/Vogelsberg;Hessen;50.5084;9.2246
7403;20070330;20240126;672;477.955;100.325;Leutkirch-Herlazhofen;Baden-Württemberg;47.7955;10.0325
7410;20110201;20240126;350;507.513;90.224;Neu-Ulrichstein;Hessen;50.7513;9.0224
7412;20061001;20240126;340;500.083;94.238;Neuhütten/Spessart;Bayern;50.0083;9.4238
7419;20061201;20240126;389;506.610;120.756;Langenwetzendorf-Göttendorf;Thüringen;50.661;12.0756
7420;20070401;20240126;246;511.044;117.112;Naumburg/Saale-Kreipitzsch;Sachsen-Anhalt;51.1044;11.7112
7424;20061201;20240126;457;477.724;129.073;Piding;Bayern;47.7724;12.9073
7427;20070901;20240126;17;540.188;99.255;Padenstedt;Schleswig-Holstein;54.0188;9.9255
7428;20070501;20240126;397;504.167;108.156;Veilsdorf;Thüringen;50.4167;10.8156
7431;20071101;20240126;604;480.130;115.524;Oberhaching-Laufzorn;Bayern;48.013;11.5524
7432;20070501;20240126;71;526.423;106.628;Wittingen-Vorhop;Niedersachsen;52.6423;10.6628
13667;20061123;20080706;274;480.006;78.450;Freiburg-Mitte;Baden-Württemberg;48.0006;7.845
13670;20070601;20240126;24;515.088;67.018;Duisburg-Baerl;Nordrhein-Westfalen;51.5088;6.7018
13674;20070801;20240126;237;492.943;89.053;Waibstadt;Baden-Württemberg;49.2943;8.9053
13675;20071101;20240126;75;520.818;94.077;Hameln-Hastenbeck;Niedersachsen;52.0818;9.4077
13696;20071201;20240126;60;515.966;74.048;Waltrop-Abdinghof;Nordrhein-Westfalen;51.5966;7.4048
13700;20080501;20240126;203;513.329;73.412;Gevelsberg-Oberbröking;Nordrhein-Westfalen;51.3329;7.3412
13710;20080401;20240126;490;485.734;122.576;Landshut-Reithof;Bayern;48.5734;12.2576
13711;20071201;20240126;289;506.820;115.150;Krölpa-Rockendorf;Thüringen;50.682;11.515
13713;20071101;20240126;386;510.899;76.289;Meinerzhagen-Redlendorf;Nordrhein-Westfalen;51.0899;7.6289
13776;20080301;20110104;85;521.789;99.524;Hildesheim-Drispenstedt;Niedersachsen;52.1789;9.9524
13777;20080601;20240126;109;522.467;109.592;Helmstedt-Emmerstedt;Niedersachsen;52.2467;10.9592
13904;20080915;20100426;3;550.000;63.333;Nordseeboje;Hamburg;55;6.3333
13965;20081201;20240126;619;482.639;88.134;Balingen-Bronnhaupten;Baden-Württemberg;48.2639;8.8134
14003;19610103;19920629;728;478.619;106.144;Kaufbeuren;Bayern;47.8619;10.6144
15000;20110401;20240126;231;507.983;60.244;Aachen-Orsbach;Nordrhein-Westfalen;50.7983;6.0244
15207;20131101;20240126;317;512.835;93.590;Schauenburg-Elgershausen;Hessen;51.2835;9.359
15444;20140901;20240126;593;484.418;99.216;Ulm-Mähringen;Baden-Württemberg;48.4418;9.9216
15555;20160501;20240126;815;478.761;105.849;Kaufbeuren-Oberbeuren;Bayern;47.8761;10.5849
15813;20220301;20240126;40;525.126;74.131;Lingen-Baccum;Niedersachsen;52.5126;7.4131
19171;20200901;20240126;13;540.039;98.555;Hasenkrug-Hardebek;Schleswig-Holstein;54.0039;9.8555
19172;20200901;20240126;48;540.246;93.880;Wacken;Schleswig-Holstein;54.0246;9.388
19207;20230401;20240126;16;538.178;120.645;Gülzow-Prüzen;Mecklenburg-Vorpommern;53.8178;12.0645
